DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%
7/10/2004,418.18,418.12,418.18,418.18,0.07
6/10/2004,417.88,419.12,417.88,417.88,-0.12
5/10/2004,418.38,414.38,418.38,418.38,1.07
4/10/2004,413.95,418.75,413.95,413.95,-1.26
1/10/2004,419.23,418.12,419.23,419.23,0.23
30-09-2004,418.25,412.5,418.25,418.25,1.27
29-09-2004,413.02,412.88,413.02,413.02,0.19
28-09-2004,412.25,408.75,412.25,412.25,0.89
27-09-2004,408.62,409.77,408.62,408.62,0.17
24-09-2004,407.93,409.38,407.93,407.93,-0.53
23-09-2004,410.12,404.88,410.12,410.12,0.67
22-09-2004,407.38,409.12,407.38,407.38,-0.43
21-09-2004,409.12,404.88,409.12,409.12,0.93
20-09-2004,405.35,404.85,405.35,405.35,-0.13
17-09-2004,405.88,404.68,405.88,405.88,0.31
16-09-2004,404.62,404.88,404.62,404.62,0
15-09-2004,404.62,403.62,404.62,404.62,-0.25
14-09-2004,405.62,403.82,405.62,405.62,0.45
13-09-2004,403.82,402.12,403.82,403.82,0.47
10/9/2004,401.93,399.38,401.93,401.93,0.7
9/9/2004,399.12,399.57,399.12,399.12,-0.11
8/9/2004,399.55,397.75,399.55,399.55,0.42
7/9/2004,397.88,401.62,397.88,397.88,-1
6/9/2004,401.88,401.38,401.88,401.88,0.34
3/9/2004,400.52,405.88,400.52,400.52,-1.36
2/9/2004,406.05,408.5,406.05,406.05,-0.62
1/9/2004,408.6,410.15,408.6,408.6,-0.3
31-08-2004,409.82,407.12,409.82,409.82,0.72
30-08-2004,406.88,403.62,406.88,406.88,0.91
27-08-2004,403.23,406.88,403.23,403.23,-0.9
26-08-2004,406.88,407.12,406.88,406.88,0.01
25-08-2004,406.82,403.38,406.82,406.82,0.9
24-08-2004,403.18,409.12,403.18,403.18,-1.33
23-08-2004,408.62,412.12,408.62,408.62,-1.14
20-08-2004,413.32,406.38,413.32,413.32,1.58
19-08-2004,406.88,404.38,406.88,406.88,0.6
18-08-2004,404.45,404.25,404.45,404.45,0
17-08-2004,404.45,402.5,404.45,404.45,0.42
16-08-2004,402.75,399.75,402.75,402.75,0.97
13-08-2004,398.9,394.75,398.9,398.9,1.04
12/8/2004,394.8,395.75,394.8,394.8,-0.32
11/8/2004,396.05,397.5,396.05,396.05,-0.53
10/8/2004,398.18,399.93,398.18,398.18,-0.55
9/8/2004,400.38,398.62,400.38,400.38,0.16
6/8/2004,399.75,392.25,399.75,399.75,1.76
5/8/2004,392.85,392.25,392.85,392.85,0.12
4/8/2004,392.38,393.88,392.38,392.38,-0.38
3/8/2004,393.88,391.12,393.88,393.88,0.47
2/8/2004,392.05,394.25,392.05,392.05,0.2
30-07-2004,391.25,388.05,391.25,391.25,0.74
29-07-2004,388.38,388.52,388.38,388.38,-0.2
28-07-2004,389.15,387.75,389.15,389.15,0.27
27-07-2004,388.12,391.12,388.12,388.12,-0.64
26-07-2004,390.62,390.88,390.62,390.62,0.17
23-07-2004,389.95,395.75,389.95,389.95,-1.3
22-07-2004,395.07,397.88,395.07,395.07,-0.74
21-07-2004,398,400.5,398,398,-0.53
20-07-2004,400.12,406.38,400.12,400.12,-1.44
19-07-2004,405.95,406.5,405.95,405.95,-0.12
16-07-2004,406.45,404.1,406.45,406.45,0.53
15-07-2004,404.3,404.35,404.3,404.3,-0.2
14-07-2004,405.12,402.38,405.12,405.12,0.68
13-07-2004,402.38,407.48,402.38,402.38,-1.17
12/7/2004,407.15,407.5,407.15,407.15,-0.1
9/7/2004,407.57,406.27,407.57,407.57,0.11
8/7/2004,407.12,401.88,407.12,407.12,1.33
7/7/2004,401.77,392.62,401.77,401.77,2.46
6/7/2004,392.12,398.12,392.12,392.12,-1.4
5/7/2004,397.7,397.75,397.7,397.7,-0.06
2/7/2004,397.93,395.88,397.93,397.93,0.47
1/7/2004,396.05,394.5,396.05,396.05,0.42
30-06-2004,394.38,392.88,394.38,394.38,0.54
29-06-2004,392.27,401.62,392.27,392.27,-2.15
28-06-2004,400.88,403.12,400.88,400.88,-0.45
25-06-2004,402.68,402.27,402.68,402.68,0.14
24-06-2004,402.12,394.88,402.12,402.12,1.83
23-06-2004,394.88,395.38,394.88,394.88,-0.13
22-06-2004,395.38,394.18,395.38,395.38,0.25
21-06-2004,394.38,394.88,394.38,394.38,-0.23
18-06-2004,395.27,388.38,395.27,395.27,1.92
17-06-2004,387.82,385.07,387.82,387.82,0.8
16-06-2004,384.75,388.75,384.75,384.75,-1.13
15-06-2004,389.15,383.75,389.15,389.15,1.51
14-06-2004,383.38,384.18,383.38,383.38,-0.43
11/6/2004,385.05,385.85,385.05,385.05,-0.26
10/6/2004,386.07,383.38,386.07,386.07,0.51
9/6/2004,384.12,391.88,384.12,384.12,-1.85
8/6/2004,391.38,394.23,391.38,391.38,-0.63
7/6/2004,393.88,391.62,393.88,393.88,0.72
4/6/2004,391.05,388.5,391.05,391.05,0.69
3/6/2004,388.38,391.12,388.38,388.38,-0.64
2/6/2004,390.88,394.48,390.88,390.88,-0.95
1/6/2004,394.62,395.27,394.62,394.62,-0.22
31-05-2004,395.5,394.15,395.5,395.5,0.33
28-05-2004,394.18,395.62,394.18,394.18,-0.4
27-05-2004,395.75,388.65,395.75,395.75,1.87
26-05-2004,388.5,388.75,388.5,388.5,0.13
25-05-2004,388,385.75,388,388,0.45
24-05-2004,386.25,384.5,386.25,386.25,0.36
21-05-2004,384.88,380.38,384.88,384.88,1.28
20-05-2004,380,381.5,380,380,-0.52
19-05-2004,382,376.75,382,382,1.29
18-05-2004,377.15,378.75,377.15,377.15,-0.59
17-05-2004,379.38,377.88,379.38,379.38,0.61
14-05-2004,377.07,374.12,377.07,377.07,0.58
13-05-2004,374.9,378.6,374.9,374.9,-0.92
12/5/2004,378.38,378.62,378.38,378.38,0.11
11/5/2004,377.98,377.88,377.98,377.98,-0.14
10/5/2004,378.5,378.5,378.5,378.5,-0.16
7/5/2004,379.1,388,379.1,379.1,-2.24
6/5/2004,387.77,393.38,387.77,387.77,-1.51
5/5/2004,393.7,393.1,393.7,393.7,0.31
4/5/2004,392.5,387.85,392.5,392.5,1.33
3/5/2004,387.35,389,387.35,387.35,-0.06
30-04-2004,387.6,388.4,387.6,387.6,-0.07
29-04-2004,387.88,384.88,387.88,387.88,0.65
28-04-2004,385.38,398.77,385.38,385.38,-3.35
27-04-2004,398.75,396.65,398.75,398.75,0.54
26-04-2004,396.6,395.5,396.6,396.6,0.38
23-04-2004,395.1,394.5,395.1,395.1,0.22
22-04-2004,394.25,391.25,394.25,394.25,0.99
21-04-2004,390.38,394.62,390.38,390.38,-1.2
20-04-2004,395.12,400.77,395.12,395.12,-1.29
19-04-2004,400.3,402.35,400.3,400.3,-0.05
16-04-2004,400.5,399.6,400.5,400.5,0.35
15-04-2004,399.12,401.18,399.12,399.12,-0.44
14-04-2004,400.88,407.38,400.88,400.88,-1.47
13-04-2004,406.88,420.18,406.88,406.88,-2.94
12/4/2004,419.2,420,419.2,419.2,-0.49
9/4/2004,421.25,419.5,421.25,421.25,0.42
8/4/2004,419.5,422.75,419.5,419.5,-0.92
7/4/2004,423.38,419.62,423.38,423.38,0.83
6/4/2004,419.88,415.88,419.88,419.88,1.02
5/4/2004,415.62,421.12,415.62,415.62,-1
2/4/2004,419.8,426.25,419.8,419.8,-1.54
1/4/2004,426.38,426.88,426.38,426.38,-0.06
31-03-2004,426.62,421.38,426.62,426.62,1.2
30-03-2004,421.55,417.5,421.55,421.55,0.82
29-03-2004,418.12,421.62,418.12,418.12,-1.04
26-03-2004,422.5,416.5,422.5,422.5,1.47
25-03-2004,416.38,415.38,416.38,416.38,0.12
24-03-2004,415.88,419.62,415.88,415.88,-0.95
23-03-2004,419.88,417.62,419.88,419.88,0.6
22-03-2004,417.38,412.12,417.38,417.38,1.28
19-03-2004,412.12,410.88,412.12,412.12,0.18
18-03-2004,411.38,407.12,411.38,411.38,0.98
17-03-2004,407.38,402.27,407.38,407.38,1.18
16-03-2004,402.62,400.12,402.62,402.62,0.81
15-03-2004,399.38,396.12,399.38,399.38,1.04
12/3/2004,395.25,402.6,395.25,395.25,-1.77
11/3/2004,402.38,400.12,402.38,402.38,0.52
10/3/2004,400.3,403.35,400.3,400.3,-0.58
9/3/2004,402.62,402.12,402.62,402.62,0.25
8/3/2004,401.62,400.62,401.62,401.62,0.05
5/3/2004,401.4,392.75,401.4,401.4,2.11
4/3/2004,393.12,392.62,393.12,393.12,-0.07
3/3/2004,393.38,392.62,393.38,393.38,0.02
2/3/2004,393.3,399.55,393.3,393.3,-1.65
1/3/2004,399.88,397.12,399.88,399.88,0.87
27-02-2004,396.45,395.1,396.45,396.45,0.27
26-02-2004,395.38,396.12,395.38,395.38,-0.11
25-02-2004,395.8,403.85,395.8,395.8,-2.06
24-02-2004,404.12,398.88,404.12,404.12,1.31
23-02-2004,398.9,398.1,398.9,398.9,0.32
20-02-2004,397.62,410.88,397.62,397.62,-2.99
19-02-2004,409.88,410.88,409.88,409.88,-0.18
18-02-2004,410.62,415.62,410.62,410.62,-1.2
17-02-2004,415.62,411.48,415.62,415.62,0.93
16-02-2004,411.8,410.4,411.8,411.8,0.39
13-02-2004,410.2,412.35,410.2,410.2,-0.56
12/2/2004,412.5,411.6,412.5,412.5,0.21
11/2/2004,411.62,406.12,411.62,411.62,1.26
10/2/2004,406.5,406.9,406.5,406.5,-0.09
9/2/2004,406.88,402.38,406.88,406.88,0.89
6/2/2004,403.3,397.75,403.3,403.3,1.51
5/2/2004,397.3,400.8,397.3,397.3,-0.89
4/2/2004,400.88,400.12,400.88,400.88,0.32
3/2/2004,399.62,398.62,399.62,399.62,0.31
2/2/2004,398.38,402.38,398.38,398.38,-1.04
30-01-2004,402.57,399.88,402.57,402.57,0.67
29-01-2004,399.88,409.38,399.88,399.88,-2.56
28-01-2004,410.38,410.12,410.38,410.38,0
27-01-2004,410.38,404.12,410.38,410.38,1.61
26-01-2004,403.88,407.62,403.88,403.88,-1.05
23-01-2004,408.18,410.12,408.18,408.18,-0.35
22-01-2004,409.62,410.98,409.62,409.62,-0.26
21-01-2004,410.7,412.55,410.7,410.7,-0.53
20-01-2004,412.88,406.88,412.88,412.88,1.38
19-01-2004,407.25,407.5,407.25,407.25,0.17
16-01-2004,406.57,409.38,406.57,406.57,-0.5
15-01-2004,408.62,419.88,408.62,408.62,-2.57
14-01-2004,419.38,424.38,419.38,419.38,-1.12
13-01-2004,424.12,424.62,424.12,424.12,-0.18
12/1/2004,424.88,426.62,424.88,424.88,-0.4
9/1/2004,426.6,423.6,426.6,426.6,0.64
8/1/2004,423.88,420.62,423.88,423.88,0.83
7/1/2004,420.38,422.12,420.38,420.38,-0.47
6/1/2004,422.38,423.68,422.38,422.38,-0.29
5/1/2004,423.62,416.12,423.62,423.62,2.05
2/1/2004,415.12,415.38,415.12,415.12,0.02
31-12-2003,415.05,416.35,415.05,415.05,-0.32
30-12-2003,416.38,414.57,416.38,416.38,0.39
29-12-2003,414.77,411.88,414.77,414.77,0.57
26-12-2003,412.4,413.15,412.4,412.4,0.1
25-12-2003,412,412.05,412,412,0
24-12-2003,412,411.6,412,412,0.27
23-12-2003,410.88,409.98,410.88,410.88,0.19
22-12-2003,410.12,408.62,410.12,410.12,0.19
19-12-2003,409.35,410.65,409.35,409.35,-0.34
18-12-2003,410.75,412.5,410.75,410.75,-0.45
17-12-2003,412.62,407.88,412.62,412.62,1.29
16-12-2003,407.38,410.38,407.38,407.38,-0.49
15-12-2003,409.38,408.38,409.38,409.38,0.06
12/12/2003,409.15,405.15,409.15,409.15,0.99
11/12/2003,405.12,404.88,405.12,405.12,-0.1
10/12/2003,405.52,408.48,405.52,405.52,-0.7
9/12/2003,408.38,406.38,408.38,408.38,0.31
8/12/2003,407.12,406.18,407.12,407.12,0.19
5/12/2003,406.35,402.25,406.35,406.35,0.86
4/12/2003,402.88,404.38,402.88,402.88,-0.44
3/12/2003,404.65,403.75,404.65,404.65,0.35
2/12/2003,403.25,402.25,403.25,403.25,-0.03
1/12/2003,403.38,398.62,403.38,403.38,1.38
28-11-2003,397.88,395.38,397.88,397.88,0.68
27-11-2003,395.2,396,395.2,395.2,-0.36
26-11-2003,396.62,391.38,396.62,396.62,1.37
25-11-2003,391.25,391.9,391.25,391.25,-0.06
24-11-2003,391.5,396.25,391.5,391.5,-1.19
21-11-2003,396.2,394.65,396.2,396.2,0.42
20-11-2003,394.55,394.95,394.55,394.55,-0.05
19-11-2003,394.75,398.75,394.75,394.75,-0.94
18-11-2003,398.5,390.75,398.5,398.5,2.11
17-11-2003,390.25,399,390.25,390.25,-1.85
14-11-2003,397.62,394.88,397.62,397.62,0.75
13-11-2003,394.65,394.25,394.65,394.65,0.15
12/11/2003,394.05,388.1,394.05,394.05,1.64
11/11/2003,387.7,385.75,387.7,387.7,0.32
10/11/2003,386.45,383.25,386.45,386.45,0.87
7/11/2003,383.12,380.38,383.12,383.12,0.83
6/11/2003,379.95,382,379.95,379.95,-0.41
5/11/2003,381.52,380.02,381.52,381.52,0.51
4/11/2003,379.6,377.45,379.6,379.6,0.66
3/11/2003,377.1,384.6,377.1,377.1,-1.9
31-10-2003,384.4,383.4,384.4,384.4,0.23
30-10-2003,383.5,385.75,383.5,383.5,-0.79
29-10-2003,386.55,383,386.55,386.55,0.97
28-10-2003,382.85,388.25,382.85,382.85,-1.3
27-10-2003,387.9,388.25,387.9,387.9,-0.21
24-10-2003,388.7,384.65,388.7,388.7,1.03
23-10-2003,384.75,384.55,384.75,384.75,-0.29
22-10-2003,385.85,380.65,385.85,385.85,1.21
21-10-2003,381.25,373.25,381.25,381.25,2.12
20-10-2003,373.35,372.55,373.35,373.35,0.45
17-10-2003,371.68,372.18,371.68,371.68,-0.01
16-10-2003,371.7,372.85,371.7,371.7,-0.39
15-10-2003,373.15,375.75,373.15,373.15,-0.6
14-10-2003,375.4,374.3,375.4,375.4,0.2
13-10-2003,374.65,373.6,374.65,374.65,0.28
10/10/2003,373.62,370.38,373.62,373.62,0.98
9/10/2003,370,375.7,370,370,-1.39
8/10/2003,375.2,376.85,375.2,375.2,-0.35
7/10/2003,376.5,373,376.5,376.5,0.95
6/10/2003,372.95,371.5,372.95,372.95,0.88
3/10/2003,369.7,383.35,369.7,369.7,-3.42
2/10/2003,382.8,385.2,382.8,382.8,-0.46
1/10/2003,384.57,385.07,384.57,384.57,-0.18
30-09-2003,385.25,383,385.25,385.25,0.78
29-09-2003,382.25,381.25,382.25,382.25,0.37
26-09-2003,380.85,384.75,380.85,380.85,-1.18
25-09-2003,385.38,389.12,385.38,385.38,-1.02
24-09-2003,389.35,385.25,389.35,389.35,1.21
23-09-2003,384.7,386.5,384.7,384.7,-0.62
22-09-2003,387.1,382.25,387.1,387.1,1.35
19-09-2003,381.95,376.85,381.95,381.95,1.41
18-09-2003,376.65,376,376.65,376.65,-0.03
17-09-2003,376.75,373,376.75,376.75,0.96
16-09-2003,373.15,374.35,373.15,373.15,-0.25
15-09-2003,374.1,375.8,374.1,374.1,-0.27
12/9/2003,375.12,379.77,375.12,375.12,-1.35
11/9/2003,380.25,380.25,380.25,380.25,-0.04
10/9/2003,380.4,382,380.4,380.4,-0.59
9/9/2003,382.65,375.25,382.65,382.65,1.97
8/9/2003,375.25,376.65,375.25,375.25,-0.52
5/9/2003,377.2,373.2,377.2,377.2,1
4/9/2003,373.45,375.05,373.45,373.45,-0.11
3/9/2003,373.85,371.75,373.85,373.85,0.6
2/9/2003,371.62,376.12,371.62,371.62,-1.14
1/9/2003,375.9,374.9,375.9,375.9,0.09
29-08-2003,375.57,369.88,375.57,375.57,1.6
28-08-2003,369.65,372.15,369.65,369.65,-0.77
27-08-2003,372.5,364.75,372.5,372.5,2.15
26-08-2003,364.65,361.25,364.65,364.65,0.9
25-08-2003,361.4,362.45,361.4,361.4,-0.48
22-08-2003,363.15,361.85,363.15,363.15,0.49
21-08-2003,361.38,366.38,361.38,361.38,-1.34
20-08-2003,366.27,361.98,366.27,366.27,1.21
19-08-2003,361.88,358.88,361.88,361.88,0.91
18-08-2003,358.62,363.62,358.62,358.62,-1.36
15-08-2003,363.55,366.35,363.55,363.55,-0.63
14-08-2003,365.85,362.35,365.85,365.85,0.88
13-08-2003,362.65,358.4,362.65,362.65,1.19
12/8/2003,358.4,361.75,358.4,358.4,-0.95
11/8/2003,361.85,356.25,361.85,361.85,1.46
8/8/2003,356.65,352.6,356.65,356.65,1.07
7/8/2003,352.88,351.38,352.88,352.88,0.32
6/8/2003,351.75,351.75,351.75,351.75,-0.04
5/8/2003,351.9,349.55,351.9,351.9,0.67
4/8/2003,349.55,347.5,349.55,349.55,0.45
1/8/2003,347.98,355.48,347.98,347.98,-1.98
31-07-2003,355,356.35,355,355,-0.41
30-07-2003,356.45,361.5,356.45,356.45,-1.47
29-07-2003,361.75,363.85,361.75,361.75,-0.82
28-07-2003,364.75,362,364.75,364.75,0.54
25-07-2003,362.8,362.1,362.8,362.8,0.29
24-07-2003,361.75,360.4,361.75,361.75,0.58
23-07-2003,359.65,351.15,359.65,359.65,2.54
22-07-2003,350.75,352,350.75,350.75,-0.28
21-07-2003,351.75,347.5,351.75,351.75,1.28
18-07-2003,347.3,344.45,347.3,347.3,0.71
17-07-2003,344.85,343.4,344.85,344.85,0.38
16-07-2003,343.55,342.35,343.55,343.55,0.41
15-07-2003,342.15,347.05,342.15,342.15,-1.48
14-07-2003,347.3,345.05,347.3,347.3,0.62
11/7/2003,345.15,344.45,345.15,345.15,-0.09
10/7/2003,345.45,344.45,345.45,345.45,0.26
9/7/2003,344.55,344.4,344.55,344.55,-0.01
8/7/2003,344.6,348.25,344.6,344.6,-1.09
7/7/2003,348.4,351,348.4,348.4,-0.7
4/7/2003,350.85,351.05,350.85,350.85,-0.09
3/7/2003,351.15,351.25,351.15,351.15,-0.1
2/7/2003,351.5,351.25,351.5,351.5,0.21
1/7/2003,350.75,346.75,350.75,350.75,1.26
30-06-2003,346.4,345,346.4,346.4,0.33
27-06-2003,345.25,347.45,345.25,345.25,0.32
26-06-2003,344.15,347.6,344.15,344.15,-0.94
25-06-2003,347.4,347.5,347.4,347.4,0.01
24-06-2003,347.38,352.88,347.38,347.38,-1.44
23-06-2003,352.45,357.25,352.45,352.45,-1.38
20-06-2003,357.38,361.43,357.38,357.38,-1.28
19-06-2003,362,357.75,362,362,1.2
18-06-2003,357.7,363.05,357.7,357.7,-1.41
17-06-2003,362.8,359.45,362.8,362.8,0.95
16-06-2003,359.4,356.75,359.4,359.4,0.71
13-06-2003,356.88,353.73,356.88,356.88,0.98
12/6/2003,353.4,355.1,353.4,353.4,-0.38
11/6/2003,354.75,353,354.75,354.75,0.67
10/6/2003,352.38,361.48,352.38,352.38,-2.48
9/6/2003,361.35,362.75,361.35,361.35,-0.66
6/6/2003,363.75,367.85,363.75,363.75,-1.24
5/6/2003,368.3,361.95,368.3,368.3,1.95
4/6/2003,361.27,365.68,361.27,361.27,-1.09
3/6/2003,365.25,366.05,365.25,365.25,-0.27
2/6/2003,366.25,362.35,366.25,366.25,0.35
30-05-2003,364.98,368.62,364.98,364.98,-1.11
29-05-2003,369.07,366.12,369.07,369.07,1.24
28-05-2003,364.55,365.25,364.55,364.55,-0.16
27-05-2003,365.12,370.62,365.12,365.12,-1.62
26-05-2003,371.15,367.85,371.15,371.15,0.65
23-05-2003,368.75,369.05,368.75,368.75,0.1
22-05-2003,368.38,372.12,368.38,368.38,-0.87
21-05-2003,371.62,368.48,371.62,371.62,0.95
20-05-2003,368.12,367.12,368.12,368.12,0.51
19-05-2003,366.25,356.75,366.25,366.25,3.21
16-05-2003,354.85,351.85,354.85,354.85,0.81
15-05-2003,352,352.35,352,352,-0.14
14-05-2003,352.5,350.25,352.5,352.5,0.79
13-05-2003,349.73,350.88,349.73,349.73,-0.43
12/5/2003,351.25,348.65,351.25,351.25,0.73
9/5/2003,348.7,348.4,348.7,348.7,0.13
8/5/2003,348.25,341.7,348.25,348.25,1.83
7/5/2003,342,344.35,342,342,-0.69
6/5/2003,344.38,342.12,344.38,344.38,0.64
5/5/2003,342.2,341.75,342.2,342.2,0.34
2/5/2003,341.05,341.85,341.05,341.05,-0.2
1/5/2003,341.75,339.65,341.75,341.75,0.63
30-04-2003,339.62,334.88,339.62,339.62,1.61
29-04-2003,334.25,333.85,334.25,334.25,0.04
28-04-2003,334.1,333.25,334.1,334.1,0.21
25-04-2003,333.4,334.4,333.4,333.4,-0.36
24-04-2003,334.6,331.35,334.6,334.6,0.97
23-04-2003,331.38,332.98,331.38,331.38,-0.52
22-04-2003,333.12,333.77,333.12,333.12,-0.2
21-04-2003,333.8,327.25,333.8,333.8,2
18-04-2003,327.25,327.25,327.25,327.25,0.02
17-04-2003,327.2,326.85,327.2,327.2,0.23
16-04-2003,326.45,324.75,326.45,326.45,0.46
15-04-2003,324.95,324.95,324.95,324.95,-0.02
14-04-2003,325,326.6,325,325,-0.97
11/4/2003,328.18,326.27,328.18,328.18,0.51
10/4/2003,326.5,327.05,326.5,326.5,-0.11
9/4/2003,326.85,323.05,326.85,326.85,1.1
8/4/2003,323.3,322.85,323.3,323.3,0.09
7/4/2003,323,321.75,323,323,-0.83
4/4/2003,325.7,325.35,325.7,325.7,0.1
3/4/2003,325.38,329.62,325.38,325.38,-1.4
2/4/2003,330,335.25,330,330,-1.53
1/4/2003,335.12,337.62,335.12,335.12,-0.7
31-03-2003,337.48,332.62,337.48,337.48,1.68
28-03-2003,331.9,329.65,331.9,331.9,0.77
27-03-2003,329.38,330.88,329.38,329.38,-0.3
26-03-2003,330.38,328.88,330.38,330.38,0.54
25-03-2003,328.62,330.38,328.62,328.62,-0.4
24-03-2003,329.93,327.88,329.93,329.93,1.15
21-03-2003,326.18,332.12,326.18,326.18,-1.87
20-03-2003,332.38,336.88,332.38,332.38,-1.24
19-03-2003,336.55,338.65,336.55,336.55,-0.46
18-03-2003,338.1,337.15,338.1,338.1,0.36
17-03-2003,336.9,335.1,336.9,336.9,0.12
14-03-2003,336.5,334.4,336.5,336.5,0.54
13-03-2003,334.7,346.5,334.7,334.7,-3.27
12/3/2003,346,350.6,346,346,-1.42
11/3/2003,350.98,354.98,350.98,350.98,-1.07
10/3/2003,354.77,351.88,354.77,354.77,1.19
7/3/2003,350.6,356.4,350.6,350.6,-1.65
6/3/2003,356.5,353.9,356.5,356.5,0.74
5/3/2003,353.88,354.12,353.88,353.88,0.22
4/3/2003,353.12,350.12,353.12,353.12,0.86
3/3/2003,350.12,348.62,350.12,350.12,0.08
28-02-2003,349.85,345.1,349.85,349.85,1.22
27-02-2003,345.62,354.77,345.62,345.62,-2.47
26-02-2003,354.38,352.12,354.38,354.38,0.7
25-02-2003,351.93,357.12,351.93,351.93,-1.39
24-02-2003,356.88,351.38,356.88,356.88,1.55
21-02-2003,351.43,352.77,351.43,351.43,-0.3
20-02-2003,352.48,349.62,352.48,352.48,0.72
19-02-2003,349.95,342.75,349.95,349.95,1.73
18-02-2003,344,346.75,344,344,-0.86
17-02-2003,347,350.5,347,347,-1.14
14-02-2003,351,357,351,351,-1.61
13-02-2003,356.75,352,356.75,356.75,1.1
12/2/2003,352.88,363.88,352.88,352.88,-2.97
11/2/2003,363.68,362.62,363.68,363.68,0.19
10/2/2003,362.98,369.38,362.98,362.98,-1.87
7/2/2003,369.9,370,369.9,369.9,-0.23
6/2/2003,370.75,370.1,370.75,370.75,-0.4
5/2/2003,372.25,382.25,372.25,372.25,-2.55
4/2/2003,382,371.5,382,382,2.87
3/2/2003,371.35,368,371.35,371.35,0.78
31-01-2003,368.48,370.38,368.48,368.48,-0.44
30-01-2003,370.12,365.12,370.12,370.12,1.02
29-01-2003,366.38,369.77,366.38,366.38,-0.84
28-01-2003,369.48,369.12,369.48,369.48,-0.11
27-01-2003,369.88,368.88,369.88,369.88,0.34
24-01-2003,368.62,363.38,368.62,368.62,1.39
23-01-2003,363.57,362.12,363.57,363.57,0.71
22-01-2003,361,358,361,361,0.8
21-01-2003,358.15,356.35,358.15,358.15,0.53
20-01-2003,356.25,356.25,356.25,356.25,-0.06
17-01-2003,356.48,357.12,356.48,356.48,-0.46
16-01-2003,358.12,351.12,358.12,358.12,2.13
15-01-2003,350.65,351.75,350.65,350.65,-0.24
14-01-2003,351.5,354,351.5,351.5,-0.88
13-01-2003,354.62,353.38,354.62,354.62,-0.02
10/1/2003,354.68,352.88,354.68,354.68,0.4
9/1/2003,353.27,353.12,353.27,353.27,-0.1
8/1/2003,353.62,347.62,353.62,353.62,1.8
7/1/2003,347.38,350.62,347.38,347.38,-1.17
6/1/2003,351.48,350.88,351.48,351.48,0.08
3/1/2003,351.2,345.3,351.2,351.2,1.61
2/1/2003,345.62,346.38,345.62,345.62,-0.4
31-12-2002,347,343.3,347,347,0.93
30-12-2002,343.8,349.3,343.8,343.8,-1.55
27-12-2002,349.2,349.55,349.2,349.2,-0.12
26-12-2002,349.62,344.38,349.62,349.62,1.19
25-12-2002,345.5,347,345.5,345.5,-0.39
24-12-2002,346.85,345.45,346.85,346.85,0.29
23-12-2002,345.85,340.25,345.85,345.85,1.51
20-12-2002,340.7,345.85,340.7,340.7,-1.36
19-12-2002,345.38,344.88,345.38,345.38,0.5
18-12-2002,343.65,337.25,343.65,343.65,2.01
17-12-2002,336.88,336.88,336.88,336.88,0.03
16-12-2002,336.77,332.88,336.77,336.77,1.09
13-12-2002,333.15,331.25,333.15,333.15,0.51
12/12/2002,331.45,325,331.45,331.45,2.09
11/12/2002,324.65,323.5,324.65,324.65,0.28
10/12/2002,323.75,325.95,323.75,323.75,-0.69
9/12/2002,326,326.45,326,326,-0.08
6/12/2002,326.25,324.65,326.25,326.25,0.51
5/12/2002,324.6,322.15,324.6,324.6,0.73
4/12/2002,322.25,320.75,322.25,322.25,0.44
3/12/2002,320.85,317.75,320.85,320.85,0.96
2/12/2002,317.8,318.85,317.8,317.8,-0.39
29-11-2002,319.05,317.85,319.05,319.05,0.36
28-11-2002,317.9,317.25,317.9,317.9,0.19
27-11-2002,317.3,318.1,317.3,317.3,-0.27
26-11-2002,318.15,318.1,318.15,318.15,0.02
25-11-2002,318.1,320.25,318.1,318.1,-0.92
22-11-2002,321.05,317.75,321.05,321.05,1.07
21-11-2002,317.65,317.85,317.65,317.65,-0.06
20-11-2002,317.85,318.9,317.85,317.85,-0.38
19-11-2002,319.05,319.25,319.05,319.05,-0.09
18-11-2002,319.35,320.25,319.35,319.35,-0.37
15-11-2002,320.55,318.15,320.55,320.55,0.69
14-11-2002,318.35,319.2,318.35,318.35,-0.2
13-11-2002,319,324.35,319,319,-1.68
12/11/2002,324.45,321.5,324.45,324.45,0.87
11/11/2002,321.65,321.5,321.65,321.65,0.03
8/11/2002,321.55,321,321.55,321.55,0.14
7/11/2002,321.1,318.05,321.1,321.1,0.9
6/11/2002,318.25,317.85,318.25,318.25,0.16
5/11/2002,317.75,318.55,317.75,317.75,-0.16
4/11/2002,318.25,318.75,318.25,318.25,-0.62
1/11/2002,320.25,317.65,320.25,320.25,0.77
31-10-2002,317.8,316.25,317.8,317.8,0.44
30-10-2002,316.4,317,316.4,316.4,-0.11
29-10-2002,316.75,315.65,316.75,316.75,0.36
28-10-2002,315.6,313.45,315.6,315.6,0.56
25-10-2002,313.85,311.8,313.85,313.85,0.71
24-10-2002,311.65,312.05,311.65,311.65,-0.06
23-10-2002,311.85,312.75,311.85,311.85,-0.37
22-10-2002,313,311.25,313,313,0.63
21-10-2002,311.05,312.85,311.05,311.05,-0.58
18-10-2002,312.85,311.55,312.85,312.85,0.45
17-10-2002,311.45,314.25,311.45,311.45,-0.99
16-10-2002,314.55,313.75,314.55,314.55,0.33
